Line;Chinese;Pinyin;Translation;NumberOfWords
524;小偷跳上汽车逃走了;xiao3 tou1 tiao4 shang4 qi4 che1 tao2 zou3 le ;The thief jumped into a car and made his escape.;9
525;信封内装有几份附件;xin4 feng1 nei4 zhuang1 you3 ji3 fen4 fu4 jian4 ;There are several enclosures in the envelope.;9
526;别忘了给服务员小费;bie4 wang4 le ji3 fu2 wu4 yuan2 xiao3 fei4! ;Please remember (i.e. Don't forget to tip) the waiter.;9
527;他稍微会一点儿日语;ta1 shao1 wei1 kuai4 yi1 dianr3 ri4 yu3! ;He has some little acquaintance with the Japanese language.;9
528;出门之前把窗户关严;chu1 men2 zhi1 qian2 ba3 chuang1 hu guan1 yan2 ;Make the windows secure before leaving the house.;9
529;散装运送货物更方便;san4 zhuang1 yun4 song4 huo4 wu4 geng4 fang1 bian4 ;It is more convenient to transport the goods in bulk.;9
530;他被罚款200美元;ta1 bei4 fa2 kua3n002 mei3 yuan2 ;He was fined 200 dollars.;9
531;他被他的老板解雇了;ta1 bei4 ta1 de lao3 ban3 jie3 gu4 le ;He was fired by his boss.;9
532;我把赚的钱都花光了;wo3 ba3 zuan4 de qian2 dou1 hua1 guang1 le ;I've spent all my earnings.;9
533;植物因缺水而枯死了;zhi2 wu4 yin1 que1 shui3 er2 ku1 si3 le ;The plant died for lack of water.;9
534;他妨碍我把工作做好;ta1 fang2 ai4 wo3 ba3 gong1 zuo4 zuo4 hao4 ;He impedes me to do the job well.;9
535;我上个月瘦了好几磅;wo3 shang4 ge4 yue4 shou4 le hao3 ji3 bang4 ;I lost several pounds last month.;9
536;小女孩在河里淹死了;xiao3 nu:3 hai2 zai4 he2 li3 yan1 si3 le ;The little girl drowned in the river.;9
537;他的经验缓慢地成熟;ta1 de jing1 yan4 huan3 man4 de cheng2 shu2 ;His experience has a slow maturity.;9
538;镜头转换到一座坟墓;jing4 tou2 zhuan3 huan4 dao4 yi1 zuo4 fen2 mu4 ;The scene shifted to a sepulcher.;9
539;湿润的风从南方吹来;shi1 run4 de feng1 zong4 nan2 fang1 chui1 lai2 ;A humid wind blew from the south.;9
540;我不喜欢喝速溶咖啡;wo3 bu4 xi3 huan he4 su4 rong2 ka1 fei1 ;I don't like to drink instant coffee.;9
541;不要干涉别人的事情;bu4 yao4 gan1 she4 bie2 ren2 de shi4 qing ;Don't meddle with other men's business.;9
542;她把糖搅和到咖啡里;ta1 ba3 tang2 jiao3 huo4 dao4 ka1 fei1 li3 ;She stirred the sugar into her coffee.;9
543;他对疯狂英语很着迷;ta1 dui4 feng1 kuang2 Ying1 yu3 hen3 zhao2 mi2 ;He is crazy about Crazy English.;9
544;春天里万物欣欣向荣;chun1 tian1 li3 wan4 wu4 xin1 xin1 xiang4 rong2 ;Nature is at its best in spring.;9
545;历史常为偏见所曲解;li4 shi3 chang2 wei4 pian1 jian4 suo3 qu3 xie4 ;Histories are often warped by biases.;9
546;真正的权力属于人民;zhen1 zheng4 de quan2 li4 shu3 yu2 ren2 min2 ;The real power resides in the people.;9
547;我喜欢熟桃的香甜味;wo3 xi3 huan shu2 tao2 de xiang1 tian2 wei4 ;I like the luscious taste of ripe peaches.;9
548;我挣多少钱与你无关;wo3 zheng4 duo1 shao qian2 yu4 ni3 wu2 guan1 ;How much money I earn is none of your concern.;9
549;床头上有一个长枕垫;chuang2 tou shang4 you3 yi1 ge4 zhang3 zhen3 dian4 ;There is a bolster across the head of the bed.;9
550;拍照时照相机不要晃;pai1 zhao4 shi2 zhao4 xiang4 ji1 bu4 yao4 huang4! ;Try not to jerk the camera when taking a photograph.;9
551;现在卖报纸利润很少;xian4 zai4 mai4 bao4 zhi3 li4 run4 hen3 shao3 ;There is very little profit in selling newspapers at present.;9
552;谣传近期鸡蛋要涨价;yao2 chuan2 jin4 qi1 ji1 dan4 yao4 zhang4 jia4 ;A rumor went forth that the price of eggs would be raised soon.;9
553;我喜欢节奏快的音乐;wo3 xi3 huan jie2 zou4 kuai4 de yin1 yue4 ;I like fast music.;9
554;玉米不久就要结穗了;yu4 mi3 bu4 jiu3 jiu4 yao4 jie2 sui4 le ;The corn will soon ear.;9
555;刀刃把他的腿划破了;dao1 ren4 ba3 ta1 de tui3 hua4 po4 le ;The blade slashed his leg open.;9
556;我认识汤姆很多年了;wo3 ren4 shi tang1 mu3 hen3 duo1 nian2 le ;I've known Tom for years.;9
557;他们杜绝了这些坏事;ta1 men du4 jue2 le zhe4 xie huai4 shi4 ;They put a stop to the evils.;9
558;他常带着一个酒葫芦;ta1 chang2 dai4 zhuo2 yi1 ge4 jiu3 hu2 lu2 ;He always takes a wine gourd.;9
559;他对他的错深感羞愧;ta1 dui4 ta1 de cuo4 shen1 gan3 xiu1 kui4! ;He felt mortified for his mistake.;9
560;葬礼是个忧郁的场合;zang4 li3 shi4 ge4 you1 yu4 de chang3 he2 ;A funeral is a somber occasion.;9
561;他的眼睛被烟熏痛了;ta1 de yan3 jing1 bei4 yan1 xun1 tong4 le ;His eyes smart at the smoke.;9
562;忧虑损害了她的健康;you1 lu:4 sun3 hai4 le ta1 de jian4 kang1 ;Cares preyed upon her health.;9
563;他在食槽里放了些草;ta1 zai4 shi2 cao2 li3 fang4 le xie1 cao3 ;He put some grass in the manger.;9
564;他们的意见分歧很大;ta1 men de yi4 jian4 fen1 qi2 hen3 da4 ;They differ widely in their opinions.;9
565;这堡垒占据控制地位;zhe4 bao3 lei3 zhan4 ju4 kong4 zhi4 di4 wei4! ;The fort occupies a commanding position.;9
566;猫在戏弄那只活老鼠;mao1 zai4 xi4 nong4 na4 zhi3 huo2 lao3 shu3 ;The cat is playing with a live mouse.;9
567;我有五倍于汤姆的书;wo3 you3 wu3 bei4 yu2 tang1 mu3 de shu1 ;I have five times the number of Tom's books.;9
568;老鹰抓住小鸡飞走了;lao3 ying1 zhua1 zhu4 xiao3 ji1 fei1 zou3 le ;The hawk snatched the chicken and flew away.;9
569;办公室前有一丛玫瑰;ban4 gong1 shi4 qian2 you3 yi1 cong2 mei2 gui1 ;There is a rose bush in front of the office.;9
570;那种浅底小船叫小舟;na4 zhong4 qian3 di3 xiao3 chuan2 jiao4 xiao3 zhou1 ;The small shallow boat is called a cockle.;9
571;我预祝大家岁首大吉;wo3 yu4 zhu4 da4 jia1 sui4 shou3 da4 ji2 ;I wish everybody good luck at the beginning of the year.;9
572;星期天对你合适吗?;xing1 qi1 tian1 dui4 ni3 he2 shi4 ma? ;Will Sunday suit you?;9
573;你能帮我一个忙吗？;ni3 neng2 bang1 wo3 yi1 ge4 mang2 ma?! ;Would you do me a favor?;9
574;你的牛排要几分熟？;ni3 de niu2 pai2 yao4 ji3 fen4 shu2? ;How do you want your steak?;9
575;你有一件黑夹克吗？;ni3 you3 yi1 jian4 hei1 jia1 ke4 ma?! ;Do you have a black jacket?;9
576;你要出来散散步吗?;ni3 yao4 chu1 lai san4 san4 bu4 ma? ;Are you coming out for a walk?;9
577;你喜欢姜汁啤酒吗？;ni3 xi3 huan jiang1 zhi1 pi2 jiu3 ma?! ;Do you like ginger beer?;9
578;你喜欢流行音乐吗？;ni3 xi3 huan liu2 xing2 yin1 yue4 ma?! ;Do you like popular music?;9
579;请把账单给我好吗？;qing3 ba3 zhang4 dan1 ji3 wo3 hao4 ma?! ;Could I have the bill, please?;9
580;你拿到火车票了吗？;ni3 na2 dao4 huo3 che1 piao4 le ma?! ;Have you got your train ticket?;9
581;再给你倒杯茶好吗？;zai4 ji3 ni3 dao4 bei1 cha2 hao4 ma?! ;Can I pour you another cup of tea?;9
582;我用了一柄长柄汤杓;wo3 yong4 le yi1 bing3 zhang3 bing3 tang1 shao2 ;I use a soup ladle.;9
583;没关系。有什么事？;mei4 guan1 xi. yo3u she2n me shi4?!;It doesn't matter!###What's up?;9
584;我想我已说清楚了?;wo3 xiang3 wo3 yi3 shuo1 qing1 chu le? ;I suppose I've made myself clear?;9
585;你刚才指的是什么？;ni3 gang1 cai2 zhi3 de shi4 shen2 me?! ;What were you alluding to just now?;9
586;狮子长着黄褐色棕毛;shi1 zi zhang3 zhuo2 huang2 he4 se4 zong1 mao2 ;A lion has tawny mane.;9
587;铜的化学符号是Cu;tong2 de hua4 xue2 fu2 hao4 shiCu4 ;The chemical symbol for copper is Cu.;9
588;你周末计划做什么？;ni3 zhou1 mo4 ji4 hua4 zuo4 shen2 me?! ;What are your plans for the weekend?;9
589;我们要在中午前後走;wo3 men yao4 zai4 zhong1 wu3 qian後2 zou3! ;We're leaving round about midday.;9
590;你能听到晨钟响吗?;ni3 neng2 ting1 dao4 chen2 zhong1 xiang3 ma? ;Can you hear the morning bell ringing?;9
591;他精神抖擞准备出发;ta1 jing1 shen2 dou3 sou3 zhun3 bei4 chu1 fa1! ;He's full of sap and ready to start.;9
592;有名的比萨塔是斜的;you3 ming2 de bi3 sa4 ta3 shi4 xie2 de! ;The famous tower of Pisa leans at an angle.;9
593;咳嗽药中含有祛痰剂;ke2 sou yao4 zhong4 han2 you3 qu1 tan2 ji4! ;The cough medicine contains an expectorant.;9
594;他不愿做出任何承诺;ta1 bu4 yuan4 zuo4 chu1 ren4 he2 cheng2 nuo4 ;He would not commit himself in any way.;9
595;那个乞丐饿得晕倒了;nei4 ge4 qi3 gai4 e4 de yun4 dao4 le ;The beggar fell down in a swoon from sheer hunger.;9
596;蜥蜴和蛇是冷血动物;xi1 yi4 huo4 she2 shi4 leng3 xue4 dong4 wu4 ;Lizards and snakes are cold-blooded animals.;9
597;他跳远时扭伤了左踝;ta1 tiao4 yuan3 shi2 niu3 shang1 le zuo3 huai2 ;He hurt his left ankle in the broad jump.;9
598;那只猫被卡车碾死了;na4 zhi3 mao1 bei4 ka3 che1 nian3 si3 le ;The cat got run over by the lorry and squashed.;9
599;目前的市场相当萧条;mu4 qian2 de shi4 chang3 xiang1 dang1 xiao1 tiao2 ;The market is rather depressed at the moment.;9
